total_credit_utilized,installment,grade,state,issue_date,application_time,accounts,y,vector_feature,non_decimal_feature,sentence_feature
12773,363.4,D,CA,06-Feb-18,35:55.2,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":4,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":9,""open_cc"":5,""mort"":0}",0,"[6.2, 2.3, 8.42, 0.67, 4.76]",0b11100101,정기 점검 완료
46835,202.26,E,NY,25-Feb-18,57:22.1,"{""current_delinq"":0,""current_installment"":10,""opened_24m"":7,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":0,""total_cc"":3,""open_cc"":2,""mort"":0}",0,"[7.69, 1.91, 7.63, 4.86, 9.44]",0x13d,센서 값 정상 범위
177431,614.99,A,WA,05-Jan-18,45:52.8,"{""current_delinq"":0,""current_installment"":10,""opened_24m"":3,""satisfactory"":15,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":6,""open_cc"":4,""mort"":1}",0,"[3.95, 4.89, 7.65, 6.95, 3.92]",0x149,사용자 로그인 기록
39524,932.39,C,TX,13-Feb-18,38:01.9,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":1,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":13,""open_cc"":9,""mort"":2}",0,"[0.39, 2.69, 6.32, 4.14, 8.11]",0b1000001000,알 수 없는 오류 발생
38326,242.83,C,CA,29-Jan-18,23:13.3,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":2,""satisfactory"":5,""120d_past_due"":null,""30d_past_due"":0,""active_debit"":4,""total_cc"":9,""open_cc"":4,""mort"":0}",0,"[8.49, 8.28, 9.04, 7.99, 7.28]",0b1011101111,시스템 업데이트 필요
77415,644.11,C,CO,16-Feb-18,43:08.5,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":7,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":6,""open_cc"":4,""mort"":2}",0,"[6.58, 4.59, 3.41, 6.86, 5.76]",0x3b5,분석 보고서 생성됨
93452,1128.21,B,TX,25-Feb-18,16:38.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":8,""satisfactory"":15,""120d_past_due"":null,""30d_past_due"":0,""active_debit"":7,""total_cc"":13,""open_cc"":12,""mort"":1}",0,"[1.94, 3.6, 5.82, 1.36, 9.38]",0x355,초기화 작업 진행 중
103891,738.51,C,MA,19-Mar-18,42:42.6,"{""current_delinq"":0,""current_installment"":9,""opened_24m"":4,""satisfactory"":20,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":13,""open_cc"":11,""mort"":0}",0,"[3.28, 1.01, 4.32, 0.39, 8.2]",0b1111100011,시스템 업데이트 필요
7076,389.58,B,AZ,19-Mar-18,14:08.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":2,""satisfactory"":3,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":2,""open_cc"":2,""mort"":0}",0,"[9.15, 8.61, 3.44, 5.36, 2.19]",0b10001010,정기 점검 완료
30242,173.45,C,GA,27-Jan-18,50:11.2,"{""current_delinq"":0,""current_installment"":7,""opened_24m"":4,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":10,""open_cc"":5,""mort"":0}",0,"[10.0, 0.01, 7.88, 9.59, 9.16]",0b100100010,시스템 업데이트 필요
13571,151.92,A,GA,27-Feb-18,21:58.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":3,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":17,""open_cc"":7,""mort"":3}",0,"[3.17, 6.33, 9.58, 1.01, 5.06]",0x13b,분석 보고서 생성됨
24052,768.01,B,CO,08-Apr-18,25:52.8,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":2,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":13,""open_cc"":6,""mort"":0}",0,"[8.88, 8.1, 0.86, 7.02, 4.54]",0b100001100,배터리 잔량 부족
4659,461.03,C,NC,07-Mar-18,35:55.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":0,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":12,""open_cc"":8,""mort"":0}",0,"[0.67, 9.33, 7.8, 4.61, 1.4]",0b101101011,데이터 처리 성공
227973,1214.15,C,TX,25-Jan-18,26:38.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":1,""satisfactory"":20,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":8,""total_cc"":31,""open_cc"":16,""mort"":0}",0,"[2.31, 0.78, 2.56, 2.23, 0.96]",0x1f7,배터리 잔량 부족
97437,368.82,C,NV,16-Apr-18,52:42.6,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":4,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":12,""open_cc"":11,""mort"":0}",0,"[6.83, 8.72, 5.56, 5.78, 4.19]",0x68,센서 값 정상 범위
191615,372.4,A,MI,06-Apr-18,19:43.3,"{""current_delinq"":0,""current_installment"":11,""opened_24m"":5,""satisfactory"":18,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":10,""open_cc"":5,""mort"":2}",0,"[4.54, 3.83, 6.3, 8.52, 5.38]",0x87,데이터 처리 성공
23037,322.79,C,AZ,01-Jan-18,16:38.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":3,""satisfactory"":20,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":21,""open_cc"":17,""mort"":3}",0,"[6.87, 7.73, 8.23, 1.91, 1.75]",0b1000101010,알 수 없는 오류 발생
50750,664.2,B,FL,05-Mar-18,29:43.3,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":5,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":17,""open_cc"":11,""mort"":0}",0,"[3.84, 3.93, 0.86, 3.84, 8.83]",0b11100,센서 값 정상 범위
19026,605.75,D,OR,29-Mar-18,52:42.6,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":1,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":6,""open_cc"":4,""mort"":0}",0,"[6.1, 0.29, 4.76, 8.81, 3.42]",0b111011110,초기화 작업 진행 중
93651,372.45,A,FL,19-Mar-18,02:42.6,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":2,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":10,""open_cc"":7,""mort"":0}",0,"[1.03, 6.72, 4.94, 7.88, 6.46]",0b110100,정기 점검 완료
38496,480.21,D,VA,03-Mar-18,20:27.5,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":4,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":8,""open_cc"":4,""mort"":0}",0,"[1.79, 2.32, 4.08, 6.56, 1.27]",0x279,데이터 처리 성공
49164,873.83,D,WI,12-Feb-18,27:22.1,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":5,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":14,""open_cc"":11,""mort"":4}",0,"[9.05, 2.74, 7.05, 5.82, 2.99]",0b1100111010,모터 온도 상승 경고
92495,676.62,C,TX,13-Mar-18,18:01.9,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":7,""satisfactory"":19,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":10,""total_cc"":23,""open_cc"":15,""mort"":6}",0,"[8.45, 4.23, 4.61, 2.25, 2.81]",0b1011101111,알 수 없는 오류 발생
30241,502.67,C,IL,14-Feb-18,19:43.3,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":2,""satisfactory"":10,""120d_past_due"":null,""30d_past_due"":0,""active_debit"":8,""total_cc"":19,""open_cc"":8,""mort"":1}",0,"[3.51, 1.89, 3.42, 7.81, 1.12]",0x1cd,사용자 로그인 기록
94989,267.12,D,FL,21-Mar-18,23:13.3,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":2,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":5,""open_cc"":4,""mort"":0}",0,"[1.53, 4.54, 7.32, 3.91, 6.81]",0x19a,알 수 없는 오류 발생
87190,662.53,A,OH,09-Jan-18,02:42.6,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":2,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":19,""open_cc"":9,""mort"":2}",0,"[8.04, 6.79, 2.81, 5.67, 4.97]",0b111110110,시스템 업데이트 필요
67815,563.85,C,TX,05-Mar-18,27:22.1,"{""current_delinq"":0,""current_installment"":5,""opened_24m"":1,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":8,""open_cc"":3,""mort"":1}",0,"[3.66, 0.64, 6.69, 3.53, 0.7]",0b1001011,정기 점검 완료
56831,481.77,A,AZ,21-Mar-18,07:22.1,"{""current_delinq"":0,""current_installment"":15,""opened_24m"":2,""satisfactory"":21,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":9,""open_cc"":5,""mort"":4}",0,"[5.21, 3.3, 6.3, 1.98, 1.75]",0x1fe,네트워크 연결 불안정
105626,326.97,B,MI,16-Feb-18,43:08.5,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":2,""satisfactory"":18,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":8,""total_cc"":22,""open_cc"":14,""mort"":5}",0,"[3.87, 5.85, 2.69, 3.84, 9.83]",0b101011000,알 수 없는 오류 발생
43066,249.77,C,MS,11-Jan-18,28:01.9,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":0,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":3,""open_cc"":3,""mort"":0}",0,"[1.19, 7.99, 0.85, 4.08, 1.16]",0b111110010,정기 점검 완료
38759,542.44,B,TN,03-Feb-18,13:21.5,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":3,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":10,""open_cc"":6,""mort"":1}",0,"[9.58, 9.57, 3.85, 0.45, 9.85]",0x244,초기화 작업 진행 중
11854,430.65,D,WI,27-Mar-18,28:01.9,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":4,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":19,""open_cc"":6,""mort"":0}",0,"[5.08, 9.31, 2.53, 3.97, 9.66]",0b101011100,정기 점검 완료
10537,112.77,A,TX,09-Feb-18,11:58.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":7,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":8,""open_cc"":7,""mort"":0}",0,"[7.98, 3.91, 5.18, 7.65, 2.46]",0b1011000011,네트워크 연결 불안정
21853,148.98,A,NY,16-Feb-18,08:01.9,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":8,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":9,""total_cc"":10,""open_cc"":10,""mort"":0}",0,"[2.95, 0.52, 8.24, 7.0, 7.64]",0x138,사용자 로그인 기록
28705,179.23,B,CA,04-Feb-18,42:42.6,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":2,""satisfactory"":18,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":8,""total_cc"":23,""open_cc"":18,""mort"":0}",0,"[2.34, 5.21, 1.48, 4.66, 0.14]",0x1dd,데이터 처리 성공
8352,279.66,C,OH,29-Mar-18,10:27.5,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":3,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":10,""open_cc"":5,""mort"":0}",0,"[2.64, 9.65, 6.82, 0.25, 6.53]",0x220,배터리 잔량 부족
76353,506.56,D,CT,19-Mar-18,25:52.8,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":8,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":15,""open_cc"":9,""mort"":6}",0,"[5.85, 8.83, 0.74, 4.65, 3.03]",0x330,센서 값 정상 범위
60196,699.16,E,KY,04-Apr-18,38:01.9,"{""current_delinq"":0,""current_installment"":6,""opened_24m"":10,""satisfactory"":15,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":9,""open_cc"":8,""mort"":1}",0,"[6.71, 8.32, 7.07, 0.86, 5.68]",0x339,모터 온도 상승 경고
26833,293.27,C,CA,09-Jan-18,13:21.5,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":2,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":9,""open_cc"":5,""mort"":2}",0,"[9.78, 5.2, 8.5, 5.02, 6.73]",0b11101101,네트워크 연결 불안정
69083,310.38,A,NV,03-Jan-18,23:13.3,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":4,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":10,""open_cc"":8,""mort"":3}",0,"[5.55, 9.61, 7.01, 9.65, 0.08]",0b1000010001,정기 점검 완료
26242,837.67,C,CA,17-Mar-18,51:58.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":1,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":16,""open_cc"":10,""mort"":0}",0,"[6.19, 5.34, 5.88, 0.65, 8.36]",0x1ee,정기 점검 완료
34644,301.15,A,NC,19-Feb-18,54:08.2,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":3,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":6,""open_cc"":3,""mort"":1}",0,"[7.36, 7.03, 6.12, 8.56, 8.83]",0x29d,정기 점검 완료
3343,140.75,C,NY,17-Jan-18,39:43.3,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":0,""satisfactory"":2,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":7,""open_cc"":2,""mort"":0}",0,"[8.73, 6.31, 2.06, 0.57, 3.7]",0x12a,센서 값 정상 범위
52051,254.56,B,MI,10-Feb-18,05:52.8,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":4,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":4,""open_cc"":4,""mort"":2}",0,"[9.85, 8.91, 9.2, 6.13, 9.31]",0x3b9,센서 값 정상 범위
28004,737.38,D,MS,29-Mar-18,19:43.3,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":8,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":15,""open_cc"":11,""mort"":0}",0,"[8.06, 2.61, 6.45, 2.22, 9.83]",0x27c,초기화 작업 진행 중
150884,318.12,B,OR,01-Mar-18,42:42.6,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":1,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":11,""open_cc"":9,""mort"":4}",0,"[4.86, 3.55, 3.11, 2.47, 1.28]",0b111010101,초기화 작업 진행 중
40654,451.66,A,MI,13-Mar-18,22:42.6,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":1,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":11,""open_cc"":9,""mort"":0}",0,"[9.11, 0.09, 2.21, 4.95, 5.38]",0xda,알 수 없는 오류 발생
43095,331.1,B,IL,04-Apr-18,47:22.1,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":5,""satisfactory"":17,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":25,""open_cc"":15,""mort"":1}",0,"[3.28, 2.53, 0.79, 8.85, 2.53]",0x15,네트워크 연결 불안정
17592,287.1,D,FL,18-Apr-18,13:21.5,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":5,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":4,""open_cc"":4,""mort"":0}",0,"[0.29, 7.92, 0.21, 9.33, 8.5]",0x167,모터 온도 상승 경고
103137,436.92,D,MD,16-Feb-18,39:43.3,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":4,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":6,""open_cc"":5,""mort"":0}",0,"[6.37, 5.2, 9.94, 1.03, 0.58]",0x16c,정기 점검 완료
9239,180.69,A,FL,21-Jan-18,08:01.9,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":5,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":9,""total_cc"":13,""open_cc"":11,""mort"":0}",0,"[5.16, 4.24, 8.25, 7.85, 9.74]",0b1011000100,초기화 작업 진행 중
124795,869.05,A,NY,17-Mar-18,54:08.2,"{""current_delinq"":0,""current_installment"":5,""opened_24m"":5,""satisfactory"":18,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":19,""open_cc"":12,""mort"":0}",0,"[2.03, 4.43, 0.59, 6.16, 9.47]",0xf4,데이터 처리 성공
77209,507.42,B,CT,31-Mar-18,52:42.6,"{""current_delinq"":0,""current_installment"":6,""opened_24m"":9,""satisfactory"":28,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":12,""total_cc"":28,""open_cc"":21,""mort"":3}",0,"[3.49, 1.9, 5.48, 9.7, 6.73]",0b1000011,정기 점검 완료
28779,321.71,C,NJ,05-Jan-18,40:27.5,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":7,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":18,""open_cc"":10,""mort"":0}",0,"[4.69, 1.05, 9.22, 6.16, 4.38]",0x2a9,배터리 잔량 부족
50398,363.56,B,CA,08-Apr-18,57:22.1,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":11,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":5,""open_cc"":5,""mort"":0}",0,"[6.19, 5.97, 3.54, 6.27, 5.0]",0x229,센서 값 정상 범위
44492,389.58,B,NC,12-Feb-18,46:38.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":2,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":14,""open_cc"":11,""mort"":0}",0,"[2.73, 2.13, 2.94, 0.01, 6.5]",0x3db,알 수 없는 오류 발생
106249,386.09,B,FL,15-Mar-18,23:13.3,"{""current_delinq"":0,""current_installment"":8,""opened_24m"":6,""satisfactory"":24,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":8,""total_cc"":23,""open_cc"":15,""mort"":4}",0,"[6.41, 8.76, 1.6, 3.3, 5.8]",0b100110011,시스템 업데이트 필요
78406,291.89,C,MD,15-Mar-18,01:58.2,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":6,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":11,""open_cc"":6,""mort"":2}",0,"[6.84, 6.46, 2.51, 4.23, 7.52]",0x14e,사용자 로그인 기록
49546,295.12,C,CA,07-Feb-18,00:27.5,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":3,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":9,""open_cc"":8,""mort"":1}",0,"[1.35, 8.72, 5.8, 9.14, 5.06]",0x395,사용자 로그인 기록
143970,273.74,C,NC,11-Mar-18,39:43.3,"{""current_delinq"":0,""current_installment"":6,""opened_24m"":2,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":10,""open_cc"":4,""mort"":0}",0,"[7.43, 1.06, 5.2, 0.34, 0.66]",0b1101101001,정기 점검 완료
5853,129.15,A,AR,07-Mar-18,56:38.2,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":0,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":8,""open_cc"":6,""mort"":3}",0,"[4.14, 1.63, 2.91, 1.75, 2.99]",0x236,알 수 없는 오류 발생
39457,835.36,E,NJ,15-Feb-18,44:08.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":5,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":5,""open_cc"":5,""mort"":0}",0,"[5.91, 8.51, 3.48, 5.42, 3.89]",0b10010,데이터 처리 성공
72331,585.27,E,PA,13-Mar-18,48:01.9,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":2,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":13,""open_cc"":9,""mort"":2}",0,"[1.54, 4.93, 7.91, 7.45, 3.12]",0b1001011111,분석 보고서 생성됨
17743,140.94,A,TX,07-Mar-18,10:27.5,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":5,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":6,""open_cc"":5,""mort"":1}",0,"[8.54, 0.77, 0.52, 1.22, 3.97]",0x1ae,데이터 처리 성공
1400,752.72,B,OH,01-Mar-18,46:38.2,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":1,""satisfactory"":2,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":0,""total_cc"":4,""open_cc"":1,""mort"":1}",0,"[5.41, 9.58, 9.62, 2.5, 2.27]",0b111101001,모터 온도 상승 경고
13172,403.43,A,WA,25-Mar-18,16:38.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":1,""satisfactory"":4,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":11,""open_cc"":3,""mort"":1}",0,"[1.04, 8.65, 7.58, 2.16, 1.9]",0b100101000,센서 값 정상 범위
19431,123.09,C,DE,29-Jan-18,20:27.5,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":19,""satisfactory"":22,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":9,""total_cc"":23,""open_cc"":21,""mort"":0}",0,"[4.5, 0.64, 9.64, 1.19, 3.38]",0b101011111,모터 온도 상승 경고
7243,81.75,B,OH,21-Feb-18,49:43.3,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":2,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":14,""open_cc"":10,""mort"":1}",0,"[5.03, 2.67, 2.77, 6.13, 8.07]",0b1010101111,알 수 없는 오류 발생
31269,667.04,B,CA,21-Mar-18,27:22.1,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":1,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":4,""open_cc"":3,""mort"":0}",0,"[1.74, 3.46, 0.35, 2.65, 3.22]",0x27f,사용자 로그인 기록
65416,533.75,B,FL,16-Feb-18,12:42.6,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":5,""satisfactory"":17,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":22,""open_cc"":15,""mort"":3}",0,"[7.11, 2.79, 9.4, 8.69, 9.94]",0b1001011,데이터 처리 성공
17575,730.89,A,NY,18-Apr-18,14:08.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":8,""satisfactory"":25,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":38,""open_cc"":22,""mort"":2}",0,"[9.94, 4.24, 7.99, 3.31, 5.31]",0b1100101111,사용자 로그인 기록
84029,762.12,C,FL,04-Feb-18,28:01.9,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":5,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":11,""open_cc"":6,""mort"":2}",0,"[0.9, 1.47, 1.99, 1.65, 9.97]",0x357,배터리 잔량 부족
10931,436.92,D,KS,15-Jan-18,39:43.3,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":6,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":17,""open_cc"":11,""mort"":0}",0,"[8.83, 0.78, 7.53, 6.28, 4.13]",0x326,데이터 처리 성공
33803,670.09,A,AZ,23-Feb-18,59:43.3,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":7,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":14,""open_cc"":11,""mort"":6}",0,"[0.89, 7.64, 3.15, 9.69, 6.4]",0xd7,모터 온도 상승 경고
89444,67.02,C,MD,15-Mar-18,46:38.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":1,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":12,""open_cc"":9,""mort"":0}",0,"[7.87, 3.32, 4.36, 6.91, 8.45]",0x7f,사용자 로그인 기록
58974,557.82,B,IL,16-Feb-18,03:13.3,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":7,""satisfactory"":15,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":15,""open_cc"":12,""mort"":0}",0,"[1.53, 8.93, 3.03, 5.3, 0.98]",0x2aa,분석 보고서 생성됨
56963,461.24,A,IN,23-Feb-18,56:38.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":4,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":14,""open_cc"":8,""mort"":4}",0,"[5.72, 4.4, 9.32, 2.69, 8.13]",0b1110001111,사용자 로그인 기록
17356,1197.58,C,CA,09-Mar-18,37:22.1,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":2,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":16,""open_cc"":6,""mort"":0}",0,"[1.99, 1.98, 2.23, 8.96, 0.28]",0b100101,초기화 작업 진행 중
35266,152.3,A,WA,31-Jan-18,25:52.8,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":5,""satisfactory"":15,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":15,""open_cc"":10,""mort"":2}",0,"[8.39, 9.47, 8.29, 7.54, 6.0]",0x384,초기화 작업 진행 중
56295,375.82,A,NY,06-Apr-18,33:13.3,"{""current_delinq"":0,""current_installment"":5,""opened_24m"":4,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":29,""open_cc"":7,""mort"":3}",0,"[3.59, 9.74, 5.6, 6.89, 3.11]",0x14c,알 수 없는 오류 발생
150505,123.09,C,NY,01-Mar-18,25:52.8,"{""current_delinq"":0,""current_installment"":5,""opened_24m"":7,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":12,""open_cc"":7,""mort"":1}",0,"[4.8, 2.61, 1.25, 6.39, 6.33]",0x17d,센서 값 정상 범위
13118,58.68,D,TX,27-Jan-18,01:58.2,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":0,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":6,""open_cc"":5,""mort"":1}",0,"[3.15, 7.68, 3.16, 4.33, 8.21]",0b1011111001,분석 보고서 생성됨
