total_credit_utilized,installment,grade,state,issue_date,application_time,accounts,y,vector_feature,non_decimal_feature,sentence_feature
38553,486.58,C,CA,23-Jan-18,09:23.4,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":3,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":16,""open_cc"":10,""mort"":1}",0,"[9.91, 2.78, 1.66, 4.04, 7.53]",0b1110001100,정기 점검 완료
113642,532.41,A,MO,08-Apr-18,44:08.2,"{""current_delinq"":0,""current_installment"":5,""opened_24m"":5,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":9,""open_cc"":7,""mort"":2}",0,"[9.52, 2.41, 3.39, 2.33, 1.05]",0x1f2,사용자 로그인 기록
12594,201.88,C,MA,01-Mar-18,40:27.5,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":4,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":4,""open_cc"":4,""mort"":0}",0,"[7.23, 5.73, 1.85, 7.08, 2.76]",0b100100011,정기 점검 완료
111239,473.64,C,NJ,15-Mar-18,50:11.2,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":1,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":15,""open_cc"":7,""mort"":9}",1,"[2.44, 4.5, 5.91, 9.88, 2.93]",0b100010000,사용자 로그인 기록
119150,670.97,B,NC,19-Mar-18,12:42.6,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":1,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":9,""open_cc"":7,""mort"":0}",0,"[8.08, 0.28, 8.37, 6.77, 2.06]",0x1c6,네트워크 연결 불안정
17209,342.12,C,MD,31-Mar-18,37:22.1,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":0,""satisfactory"":3,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":8,""open_cc"":2,""mort"":0}",0,"[6.93, 0.11, 2.48, 0.03, 2.72]",0xe8,데이터 처리 성공
72049,210.67,C,NC,17-Jan-18,58:01.9,"{""current_delinq"":0,""current_installment"":12,""opened_24m"":1,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":2,""open_cc"":2,""mort"":0}",0,"[4.86, 7.17, 4.33, 3.45, 7.58]",0x3ad,네트워크 연결 불안정
61210,753.18,D,FL,05-Mar-18,20:27.5,"{""current_delinq"":0,""current_installment"":5,""opened_24m"":5,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":9,""open_cc"":5,""mort"":5}",0,"[5.77, 5.35, 6.8, 5.44, 3.94]",0b1101101100,알 수 없는 오류 발생
46803,73.72,C,MN,31-Mar-18,36:38.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":4,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":6,""open_cc"":5,""mort"":1}",0,"[4.6, 9.52, 8.72, 9.76, 3.95]",0b1110000101,모터 온도 상승 경고
6106,351.67,C,CA,14-Feb-18,14:08.2,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":1,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":6,""open_cc"":6,""mort"":0}",0,"[4.94, 8.67, 6.41, 0.01, 4.83]",0b1010010,알 수 없는 오류 발생
40310,769.17,D,MO,25-Mar-18,15:52.8,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":6,""satisfactory"":18,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":28,""open_cc"":15,""mort"":1}",0,"[3.27, 4.06, 5.99, 4.11, 3.38]",0x1af,정기 점검 완료
11734,326.97,B,NJ,02-Apr-18,11:58.2,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":5,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":6,""open_cc"":6,""mort"":2}",0,"[0.64, 8.28, 9.2, 1.36, 0.13]",0b100000010,알 수 없는 오류 발생
75961,547.08,A,TX,21-Jan-18,18:01.9,"{""current_delinq"":0,""current_installment"":6,""opened_24m"":4,""satisfactory"":19,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":22,""open_cc"":12,""mort"":2}",0,"[2.49, 1.82, 8.01, 1.34, 6.04]",0x384,분석 보고서 생성됨
50585,693.7,C,MN,07-Mar-18,37:22.1,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":4,""satisfactory"":17,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":7,""total_cc"":19,""open_cc"":14,""mort"":3}",0,"[6.27, 2.69, 0.35, 4.61, 1.47]",0x2ea,분석 보고서 생성됨
54131,327.69,D,NY,22-Feb-18,33:13.3,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":5,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":4,""open_cc"":3,""mort"":0}",0,"[7.4, 8.97, 3.24, 9.47, 3.93]",0x124,배터리 잔량 부족
27277,175.81,C,TX,08-Apr-18,11:58.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":3,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":13,""open_cc"":7,""mort"":0}",0,"[3.55, 8.18, 1.67, 2.56, 1.87]",0xd9,네트워크 연결 불안정
56980,199.23,B,WA,14-Apr-18,54:08.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":4,""satisfactory"":10,""120d_past_due"":null,""30d_past_due"":0,""active_debit"":6,""total_cc"":19,""open_cc"":6,""mort"":2}",0,"[5.75, 4.17, 9.45, 5.34, 7.42]",0x75,사용자 로그인 기록
24927,509.69,C,MI,25-Feb-18,48:01.9,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":2,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":12,""open_cc"":11,""mort"":0}",0,"[4.86, 9.06, 7.89, 1.15, 9.41]",0x56,정기 점검 완료
155184,107.61,A,MD,21-Mar-18,08:01.9,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":4,""satisfactory"":15,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":17,""open_cc"":13,""mort"":0}",0,"[2.85, 3.23, 9.89, 0.44, 8.1]",0x7a,분석 보고서 생성됨
31315,239.5,B,IL,22-Feb-18,51:58.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":5,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":14,""open_cc"":12,""mort"":0}",0,"[4.22, 2.05, 8.03, 2.78, 4.16]",0b10101111,네트워크 연결 불안정
11449,375.82,A,NJ,11-Mar-18,02:42.6,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":2,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":15,""open_cc"":11,""mort"":0}",0,"[7.12, 3.98, 9.24, 9.81, 4.68]",0b1010101101,배터리 잔량 부족
33254,389.58,B,TX,19-Jan-18,06:38.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":5,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":10,""open_cc"":8,""mort"":0}",0,"[7.11, 1.71, 4.2, 7.87, 7.08]",0b101101011,네트워크 연결 불안정
32981,155.19,A,GA,09-Jan-18,17:22.1,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":2,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":6,""open_cc"":4,""mort"":1}",0,"[3.28, 8.52, 1.11, 8.42, 0.97]",0x118,시스템 업데이트 필요
59455,175.84,C,TX,19-Jan-18,34:08.2,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":5,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":8,""open_cc"":6,""mort"":0}",0,"[0.28, 1.38, 4.71, 1.49, 6.81]",0b111110,분석 보고서 생성됨
35985,632.92,C,FL,21-Mar-18,34:08.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":5,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":19,""open_cc"":8,""mort"":0}",0,"[1.5, 7.92, 7.24, 7.65, 2.34]",0x307,알 수 없는 오류 발생
2799,101.93,C,CA,20-Apr-18,13:21.5,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":1,""satisfactory"":3,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":3,""open_cc"":3,""mort"":0}",0,"[9.96, 9.84, 2.35, 5.73, 5.9]",0x152,데이터 처리 성공
1668,162.33,B,LA,25-Mar-18,51:58.2,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":2,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":9,""open_cc"":8,""mort"":0}",0,"[6.35, 4.27, 3.31, 4.49, 5.87]",0b1101011100,센서 값 정상 범위
56065,932.19,C,NY,15-Mar-18,52:42.6,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":4,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":0,""total_cc"":23,""open_cc"":10,""mort"":0}",0,"[1.98, 1.76, 2.05, 0.27, 3.32]",0x124,모터 온도 상승 경고
79563,109.63,A,OH,31-Jan-18,44:08.2,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":0,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":11,""open_cc"":7,""mort"":0}",0,"[6.22, 6.17, 7.76, 4.85, 1.46]",0x9d,알 수 없는 오류 발생
12757,1328.39,B,TX,12-Feb-18,21:58.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":4,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":13,""open_cc"":13,""mort"":0}",0,"[1.25, 7.56, 3.77, 4.93, 1.38]",0b11010,네트워크 연결 불안정
32950,1087.33,C,OR,09-Mar-18,21:58.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":2,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":11,""open_cc"":7,""mort"":3}",0,"[3.83, 5.57, 4.98, 0.4, 4.02]",0x1cf,시스템 업데이트 필요
2944,186.2,A,KY,23-Feb-18,05:52.8,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":2,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":7,""open_cc"":5,""mort"":2}",0,"[1.15, 2.56, 9.71, 2.4, 2.52]",0b110100,센서 값 정상 범위
63220,416.22,C,FL,01-Mar-18,29:43.3,"{""current_delinq"":0,""current_installment"":7,""opened_24m"":7,""satisfactory"":21,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":7,""total_cc"":16,""open_cc"":12,""mort"":4}",0,"[9.71, 7.2, 3.36, 0.35, 9.42]",0x5f,정기 점검 완료
77225,563.98,C,TX,12-Feb-18,08:01.9,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":3,""satisfactory"":20,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":9,""total_cc"":21,""open_cc"":15,""mort"":4}",0,"[4.47, 5.37, 8.17, 1.69, 4.16]",0x1c7,알 수 없는 오류 발생
31897,921.72,D,WV,13-Mar-18,44:08.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":12,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":8,""open_cc"":7,""mort"":0}",0,"[9.59, 7.79, 8.02, 9.8, 1.38]",0x116,정기 점검 완료
16007,176.01,B,FL,12-Apr-18,00:27.5,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":3,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":7,""open_cc"":6,""mort"":0}",0,"[3.63, 7.67, 3.06, 7.33, 2.23]",0b1001101010,모터 온도 상승 경고
66115,365.74,C,GA,23-Jan-18,25:52.8,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":3,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":26,""open_cc"":10,""mort"":1}",0,"[9.07, 2.92, 3.04, 0.22, 9.1]",0xdb,배터리 잔량 부족
67615,279.3,A,VA,14-Apr-18,04:08.2,"{""current_delinq"":0,""current_installment"":8,""opened_24m"":2,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":6,""open_cc"":5,""mort"":0}",0,"[5.33, 3.64, 0.13, 3.21, 0.26]",0x257,정기 점검 완료
52079,461.44,C,CA,15-Mar-18,30:27.5,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":2,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":6,""open_cc"":4,""mort"":2}",0,"[5.47, 9.24, 1.2, 9.43, 5.05]",0x18a,분석 보고서 생성됨
68514,752.76,A,AZ,18-Apr-18,10:27.5,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":5,""satisfactory"":15,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":33,""open_cc"":13,""mort"":4}",0,"[9.61, 1.46, 9.01, 2.16, 3.06]",0x30f,정기 점검 완료
1160,307.45,A,NY,09-Mar-18,25:52.8,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":1,""satisfactory"":2,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":2,""open_cc"":2,""mort"":0}",0,"[2.81, 4.46, 9.55, 4.16, 3.91]",0x1cf,분석 보고서 생성됨
29884,499.17,A,TX,02-Feb-18,51:58.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":2,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":16,""open_cc"":9,""mort"":0}",0,"[2.38, 6.0, 6.91, 8.09, 3.88]",0x157,네트워크 연결 불안정
11458,761.46,A,WA,05-Jan-18,56:38.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":0,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":8,""open_cc"":7,""mort"":0}",0,"[9.87, 7.2, 8.44, 4.37, 3.94]",0x9e,시스템 업데이트 필요
54929,584.15,A,NY,01-Mar-18,17:22.1,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":6,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":15,""open_cc"":8,""mort"":0}",0,"[9.93, 2.34, 6.31, 5.85, 5.91]",0x3b2,데이터 처리 성공
78746,760.73,A,NY,07-Feb-18,22:42.6,"{""current_delinq"":0,""current_installment"":5,""opened_24m"":3,""satisfactory"":19,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":8,""total_cc"":20,""open_cc"":13,""mort"":3}",0,"[0.99, 4.7, 9.3, 0.93, 7.91]",0b1110011011,모터 온도 상승 경고
17596,438.6,A,CA,13-Jan-18,34:08.2,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":1,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":8,""open_cc"":7,""mort"":0}",0,"[8.19, 1.4, 3.57, 8.61, 5.17]",0x2e2,모터 온도 상승 경고
55725,513.5,A,TX,18-Feb-18,39:43.3,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":4,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":19,""open_cc"":10,""mort"":3}",0,"[0.72, 5.16, 8.99, 0.52, 5.43]",0x2e9,시스템 업데이트 필요
76079,168.81,C,VA,06-Feb-18,12:42.6,"{""current_delinq"":0,""current_installment"":16,""opened_24m"":6,""satisfactory"":20,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":12,""open_cc"":4,""mort"":0}",0,"[0.56, 6.36, 5.67, 8.37, 7.22]",0x3b6,분석 보고서 생성됨
53137,557.07,D,AR,21-Mar-18,36:38.2,"{""current_delinq"":0,""current_installment"":6,""opened_24m"":7,""satisfactory"":19,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":8,""total_cc"":14,""open_cc"":13,""mort"":0}",0,"[9.98, 4.6, 8.78, 3.37, 3.56]",0x3e7,알 수 없는 오류 발생
129664,498.38,D,PA,03-Jan-18,32:42.6,"{""current_delinq"":0,""current_installment"":23,""opened_24m"":22,""satisfactory"":40,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":12,""total_cc"":42,""open_cc"":17,""mort"":0}",0,"[7.28, 0.51, 2.01, 9.86, 0.75]",0b1010111,센서 값 정상 범위
29530,175.84,C,FL,25-Jan-18,30:27.5,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":4,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":4,""open_cc"":4,""mort"":0}",0,"[3.54, 1.6, 3.28, 8.49, 4.59]",0x170,알 수 없는 오류 발생
37848,454.88,D,FL,08-Feb-18,57:22.1,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":6,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":16,""open_cc"":10,""mort"":0}",0,"[6.4, 2.97, 0.69, 8.1, 2.89]",0b101001,센서 값 정상 범위
1200,676.78,C,NY,13-Jan-18,09:23.4,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":1,""satisfactory"":1,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":5,""open_cc"":1,""mort"":0}",0,"[0.73, 9.36, 8.65, 6.49, 9.19]",0b1001111010,알 수 없는 오류 발생
89232,973.81,B,NJ,18-Apr-18,57:22.1,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":2,""satisfactory"":25,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":12,""total_cc"":26,""open_cc"":21,""mort"":0}",0,"[3.82, 6.62, 1.93, 3.55, 7.26]",0b100000001,정기 점검 완료
55878,884.01,F,FL,06-Apr-18,50:11.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":7,""satisfactory"":18,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":8,""total_cc"":16,""open_cc"":15,""mort"":0}",0,"[0.9, 8.73, 7.01, 9.99, 6.69]",0x5d,데이터 처리 성공
7176,409.61,B,OH,01-Mar-18,34:08.2,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":1,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":6,""open_cc"":5,""mort"":0}",0,"[8.39, 1.96, 8.48, 9.98, 4.83]",0b1000000110,정기 점검 완료
17819,779.16,B,AK,19-Jan-18,43:08.5,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":2,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":7,""total_cc"":11,""open_cc"":10,""mort"":0}",0,"[3.82, 5.58, 2.23, 8.17, 7.41]",0b1010111010,데이터 처리 성공
11435,392.3,B,NY,17-Mar-18,52:42.6,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":1,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":9,""open_cc"":5,""mort"":0}",0,"[1.99, 2.39, 3.83, 3.64, 3.69]",0b101001001,사용자 로그인 기록
17776,416.01,B,FL,14-Apr-18,39:43.3,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":9,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":22,""open_cc"":10,""mort"":7}",0,"[9.25, 3.99, 3.49, 6.72, 2.58]",0b1011111000,시스템 업데이트 필요
8685,332.05,B,ID,05-Mar-18,31:58.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":6,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":11,""open_cc"":6,""mort"":0}",0,"[2.65, 2.1, 3.71, 5.12, 3.79]",0b11111000,데이터 처리 성공
32861,802.74,D,NV,21-Mar-18,32:42.6,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":4,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":6,""open_cc"":5,""mort"":0}",0,"[9.68, 7.45, 5.01, 3.69, 4.18]",0x202,정기 점검 완료
25358,448.01,B,NJ,17-Feb-18,05:52.8,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":7,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":8,""open_cc"":8,""mort"":0}",0,"[4.55, 1.4, 1.34, 8.35, 8.21]",0b1100001100,사용자 로그인 기록
11267,311.62,B,AZ,27-Mar-18,08:01.9,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":2,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":5,""open_cc"":5,""mort"":0}",0,"[8.4, 6.24, 9.86, 9.83, 0.19]",0x1b3,모터 온도 상승 경고
28261,838.71,B,NC,13-Mar-18,14:08.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":5,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":7,""open_cc"":4,""mort"":1}",0,"[4.49, 2.55, 1.7, 6.01, 8.48]",0x155,정기 점검 완료
12569,640.1,B,SC,05-Feb-18,20:27.5,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":2,""satisfactory"":4,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":5,""open_cc"":3,""mort"":0}",0,"[3.13, 0.27, 6.29, 7.89, 6.63]",0x25,분석 보고서 생성됨
156086,293.71,C,WA,09-Mar-18,37:22.1,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":6,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":11,""open_cc"":6,""mort"":5}",0,"[5.56, 7.48, 1.05, 5.8, 0.36]",0b11001101,센서 값 정상 범위
110708,530.32,B,KY,03-Feb-18,05:52.8,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":7,""satisfactory"":21,""120d_past_due"":null,""30d_past_due"":0,""active_debit"":6,""total_cc"":42,""open_cc"":18,""mort"":2}",0,"[7.47, 6.94, 9.96, 9.49, 8.77]",0b1011111001,데이터 처리 성공
14683,335.12,C,MD,17-Jan-18,20:27.5,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":2,""satisfactory"":17,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":23,""open_cc"":17,""mort"":0}",0,"[5.22, 8.79, 0.83, 2.23, 7.92]",0b110111101,네트워크 연결 불안정
55997,1125.19,C,MD,06-Apr-18,29:43.3,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":8,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":10,""open_cc"":8,""mort"":1}",0,"[6.31, 3.24, 0.13, 2.25, 8.1]",0b111101001,모터 온도 상승 경고
49657,170.58,D,CT,03-Mar-18,40:27.5,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":4,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":7,""open_cc"":4,""mort"":1}",0,"[5.75, 5.36, 1.65, 7.33, 9.37]",0b1110110100,사용자 로그인 기록
18060,313.18,A,MD,10-Apr-18,39:43.3,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":6,""satisfactory"":18,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":23,""open_cc"":15,""mort"":2}",0,"[9.0, 6.69, 0.63, 9.69, 9.04]",0x2ae,데이터 처리 성공
18507,781.52,C,WA,17-Jan-18,48:01.9,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":3,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":8,""open_cc"":5,""mort"":0}",0,"[2.17, 7.89, 8.24, 8.71, 2.69]",0x35f,배터리 잔량 부족
107363,1046.55,C,CT,06-Feb-18,20:27.5,"{""current_delinq"":0,""current_installment"":7,""opened_24m"":3,""satisfactory"":22,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":10,""total_cc"":24,""open_cc"":15,""mort"":0}",0,"[8.1, 8.64, 8.12, 5.13, 2.8]",0b100001,네트워크 연결 불안정
23448,620.66,A,VA,05-Mar-18,47:22.1,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":4,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":6,""open_cc"":5,""mort"":0}",0,"[3.42, 3.43, 4.95, 5.81, 0.57]",0x375,네트워크 연결 불안정
14440,291.03,D,ID,03-Mar-18,48:01.9,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":7,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":11,""open_cc"":11,""mort"":1}",0,"[1.75, 8.53, 7.55, 8.31, 3.88]",0b1100,모터 온도 상승 경고
25667,239.49,C,CA,10-Apr-18,11:58.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":10,""satisfactory"":16,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":20,""open_cc"":13,""mort"":0}",0,"[4.18, 2.02, 1.03, 7.12, 8.29]",0x1cb,알 수 없는 오류 발생
41945,201.04,C,MO,01-Mar-18,33:13.3,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":7,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":10,""open_cc"":6,""mort"":2}",0,"[0.65, 3.37, 3.39, 2.83, 4.52]",0b100010011,데이터 처리 성공
44911,726.8,D,CA,20-Apr-18,06:38.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":4,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":7,""open_cc"":5,""mort"":0}",0,"[3.2, 9.38, 3.49, 9.07, 2.72]",0b1101011101,사용자 로그인 기록
18533,531.28,B,GA,27-Mar-18,51:58.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":6,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":16,""open_cc"":11,""mort"":3}",0,"[3.01, 5.32, 8.3, 4.57, 2.69]",0b1110011101,시스템 업데이트 필요
40586,279.18,D,AR,01-Mar-18,36:38.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":8,""satisfactory"":13,""120d_past_due"":null,""30d_past_due"":0,""active_debit"":3,""total_cc"":12,""open_cc"":11,""mort"":0}",0,"[9.67, 6.45, 1.96, 6.35, 7.99]",0x30e,데이터 처리 성공
16832,502.67,C,LA,13-Mar-18,40:27.5,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":10,""satisfactory"":19,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":8,""total_cc"":21,""open_cc"":19,""mort"":0}",0,"[9.69, 5.23, 6.66, 7.04, 8.66]",0b1100110011,사용자 로그인 기록
104822,752.87,A,TX,15-Mar-18,26:38.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":3,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":19,""open_cc"":10,""mort"":1}",0,"[8.74, 8.25, 7.93, 5.67, 0.98]",0b1001011000,시스템 업데이트 필요
