total_credit_utilized,installment,grade,state,issue_date,application_time,accounts,y
10435,579.27,B,FL,31-Jan-18,15:39:43.3,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":2,""satisfactory"":15,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":17,""open_cc"":14,""mort"":0}",0
28040,99.62,B,NY,02-Apr-18,14:34:08.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":5,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":13,""open_cc"":10,""mort"":2}",0
63632,267.12,D,GA,22-Apr-18,10:30:27.5,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":5,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":8,""open_cc"":4,""mort"":1}",0
5189,128.94,B,NY,18-Feb-18,16:29:43.3,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":8,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":17,""open_cc"":8,""mort"":0}",0
63205,335.07,C,OH,15-Mar-18,16:08:01.9,"{""current_delinq"":0,""current_installment"":5,""opened_24m"":4,""satisfactory"":12,""120d_past_due"":null,""30d_past_due"":0,""active_debit"":3,""total_cc"":17,""open_cc"":6,""mort"":3}",0
3830,112.77,A,WA,03-Mar-18,17:24:08.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":13,""satisfactory"":16,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":18,""open_cc"":14,""mort"":3}",0
60597,656.11,B,MI,11-Jan-18,16:23:13.3,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":0,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":8,""open_cc"":5,""mort"":5}",0
85116,815.66,C,CA,06-Apr-18,15:35:55.2,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":3,""satisfactory"":17,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":17,""open_cc"":12,""mort"":1}",0
40361,194.77,B,PA,01-Mar-18,10:01:58.2,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":4,""satisfactory"":9,""120d_past_due"":null,""30d_past_due"":0,""active_debit"":1,""total_cc"":10,""open_cc"":4,""mort"":2}",0
27228,299.74,C,FL,01-Mar-18,11:42:42.6,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":1,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":13,""open_cc"":7,""mort"":0}",0
39413,582.62,C,SC,31-Mar-18,16:02:42.6,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":4,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":0,""total_cc"":6,""open_cc"":3,""mort"":4}",0
24313,109.63,A,NY,23-Mar-18,13:54:08.2,"{""current_delinq"":0,""current_installment"":7,""opened_24m"":1,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":2,""open_cc"":2,""mort"":0}",0
40883,654.31,D,OH,07-Mar-18,16:52:42.6,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":5,""satisfactory"":18,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":18,""open_cc"":15,""mort"":1}",0
64771,960.15,B,CA,06-Feb-18,15:11:58.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":1,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":7,""open_cc"":7,""mort"":0}",0
20346,289.05,B,KY,19-Mar-18,10:45:52.8,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":1,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":10,""open_cc"":6,""mort"":0}",0
126300,782.95,A,OH,19-Mar-18,17:22:42.6,"{""current_delinq"":0,""current_installment"":7,""opened_24m"":8,""satisfactory"":24,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":29,""open_cc"":17,""mort"":4}",0
121935,173.43,C,WV,13-Feb-18,10:42:42.6,"{""current_delinq"":0,""current_installment"":10,""opened_24m"":8,""satisfactory"":25,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":22,""open_cc"":14,""mort"":4}",0
22164,154.71,B,NJ,08-Apr-18,11:47:22.1,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":0,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":16,""open_cc"":6,""mort"":0}",0
46402,100.54,C,CA,23-Jan-18,13:21:58.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":1,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":5,""open_cc"":4,""mort"":1}",0
113317,545.68,D,OK,04-Apr-18,16:48:01.9,"{""current_delinq"":0,""current_installment"":6,""opened_24m"":6,""satisfactory"":17,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":19,""open_cc"":11,""mort"":0}",0
7402,640.01,B,NV,03-Mar-18,10:29:43.3,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":7,""satisfactory"":16,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":27,""open_cc"":14,""mort"":2}",0
14522,413.01,D,UT,16-Apr-18,16:31:58.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":7,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":8,""open_cc"":8,""mort"":0}",0
28938,454.18,A,NY,09-Jan-18,15:22:42.6,"{""current_delinq"":0,""current_installment"":5,""opened_24m"":8,""satisfactory"":29,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":26,""open_cc"":24,""mort"":0}",0
2242,434.2,D,SC,12-Feb-18,11:04:08.2,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":4,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":13,""open_cc"":8,""mort"":1}",0
37545,684.33,C,IL,17-Jan-18,10:02:42.6,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":5,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":17,""open_cc"":3,""mort"":5}",0
20657,762.79,D,NY,19-Feb-18,15:13:21.5,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":2,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":18,""open_cc"":9,""mort"":0}",0
34003,356.98,D,RI,19-Feb-18,16:28:01.9,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":8,""satisfactory"":26,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":33,""open_cc"":24,""mort"":2}",0
24888,193.41,B,OH,15-Jan-18,14:20:27.5,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":1,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":15,""open_cc"":10,""mort"":0}",0
14091,398.52,B,OK,10-Apr-18,14:15:52.8,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":4,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":16,""open_cc"":13,""mort"":0}",0
300725,368.82,C,NY,14-Apr-18,17:06:38.2,"{""current_delinq"":0,""current_installment"":5,""opened_24m"":4,""satisfactory"":17,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":9,""total_cc"":15,""open_cc"":12,""mort"":0}",0
53214,325.39,B,NY,29-Mar-18,11:39:43.3,"{""current_delinq"":0,""current_installment"":10,""opened_24m"":3,""satisfactory"":18,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":12,""open_cc"":8,""mort"":0}",0
35373,469.84,A,TX,18-Feb-18,16:49:43.3,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":4,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":11,""open_cc"":11,""mort"":0}",0
2160,279.34,A,MO,29-Jan-18,11:05:52.8,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":2,""satisfactory"":4,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":4,""open_cc"":3,""mort"":5}",0
13999,32.7,B,CT,18-Feb-18,11:16:38.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":1,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":8,""open_cc"":6,""mort"":0}",0
19668,849.48,C,NJ,06-Feb-18,10:18:01.9,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":1,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":10,""open_cc"":7,""mort"":0}",0
64490,1241.32,A,OH,09-Mar-18,16:50:11.2,"{""current_delinq"":0,""current_installment"":13,""opened_24m"":10,""satisfactory"":22,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":10,""open_cc"":9,""mort"":0}",0
6858,384.37,A,NJ,03-Jan-18,11:56:38.2,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":2,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":7,""open_cc"":6,""mort"":3}",0
3640,433.96,B,NJ,19-Feb-18,16:25:52.8,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":10,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":13,""open_cc"":11,""mort"":1}",0
29148,401.43,C,MA,27-Feb-18,16:57:22.1,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":12,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":11,""open_cc"":7,""mort"":0}",0
41413,1307.85,B,GA,29-Jan-18,17:44:08.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":11,""satisfactory"":21,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":8,""total_cc"":35,""open_cc"":19,""mort"":2}",0
25122,46.13,A,AR,25-Mar-18,10:50:11.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":2,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":4,""open_cc"":3,""mort"":2}",0
90744,243.24,C,GA,19-Mar-18,10:20:27.5,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":5,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":8,""open_cc"":5,""mort"":2}",0
9303,162.33,B,TX,17-Feb-18,15:15:52.8,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":5,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":6,""open_cc"":5,""mort"":1}",0
64995,113.72,D,CO,21-Mar-18,10:52:42.6,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":3,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":8,""open_cc"":7,""mort"":0}",0
24028,339.41,B,NJ,03-Feb-18,16:07:22.1,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":10,""satisfactory"":29,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":12,""total_cc"":36,""open_cc"":28,""mort"":0}",0
40346,602.3,A,CA,16-Feb-18,15:15:52.8,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":6,""satisfactory"":17,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":29,""open_cc"":14,""mort"":1}",0
73616,1197.58,C,AZ,31-Jan-18,14:16:38.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":3,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":10,""open_cc"":8,""mort"":0}",0
24045,335.07,C,MI,07-Feb-18,15:39:43.3,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":5,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":12,""open_cc"":10,""mort"":1}",0
19187,342.17,C,CA,23-Mar-18,16:04:08.2,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":9,""satisfactory"":18,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":18,""open_cc"":17,""mort"":0}",0
85748,653.93,B,FL,04-Feb-18,13:27:22.1,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":2,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":16,""open_cc"":10,""mort"":4}",0
65965,342.17,C,NY,03-Mar-18,11:50:11.2,"{""current_delinq"":0,""current_installment"":5,""opened_24m"":12,""satisfactory"":13,""120d_past_due"":null,""30d_past_due"":0,""active_debit"":3,""total_cc"":10,""open_cc"":7,""mort"":1}",0
18369,316.05,E,NC,08-Feb-18,11:04:08.2,"{""current_delinq"":0,""current_installment"":7,""opened_24m"":8,""satisfactory"":12,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":8,""open_cc"":5,""mort"":0}",0
101446,815.66,C,IN,21-Mar-18,15:17:22.1,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":4,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":18,""open_cc"":11,""mort"":6}",0
5294,431.18,A,CA,16-Apr-18,14:42:42.6,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":3,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":11,""open_cc"":8,""mort"":0}",1
30183,338.31,C,MI,22-Apr-18,10:25:52.8,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":3,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":13,""open_cc"":7,""mort"":3}",0
65254,967.03,B,FL,01-Mar-18,11:25:52.8,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":7,""satisfactory"":20,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":7,""total_cc"":20,""open_cc"":18,""mort"":0}",0
56476,339.79,C,NY,17-Mar-18,15:28:01.9,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":1,""satisfactory"":10,""120d_past_due"":null,""30d_past_due"":0,""active_debit"":7,""total_cc"":9,""open_cc"":8,""mort"":0}",0
3105,194.77,B,PA,25-Feb-18,13:35:55.2,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":0,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":5,""open_cc"":4,""mort"":2}",0
41266,476.73,D,WV,25-Mar-18,16:58:01.9,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":7,""satisfactory"":19,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":9,""total_cc"":19,""open_cc"":17,""mort"":0}",0
53149,461.4,B,IL,07-Feb-18,13:22:42.6,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":7,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":13,""open_cc"":8,""mort"":5}",0
20142,490.38,B,OH,17-Mar-18,14:46:38.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":15,""satisfactory"":17,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":20,""open_cc"":16,""mort"":0}",0
92511,644.6,B,NY,09-Mar-18,11:38:01.9,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":1,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":10,""open_cc"":6,""mort"":0}",0
6503,520.63,B,TX,25-Mar-18,15:00:27.5,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":4,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":8,""open_cc"":4,""mort"":1}",0
43891,1189.26,C,CA,11-Feb-18,16:45:52.8,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":2,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":7,""open_cc"":4,""mort"":1}",0
25307,193.38,B,NC,23-Mar-18,14:01:58.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":7,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":15,""open_cc"":12,""mort"":0}",0
133520,464.94,B,TX,09-Feb-18,16:21:58.2,"{""current_delinq"":0,""current_installment"":20,""opened_24m"":3,""satisfactory"":31,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":10,""open_cc"":10,""mort"":1}",0
70404,620.66,A,FL,21-Mar-18,16:43:08.5,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":1,""satisfactory"":13,""120d_past_due"":null,""30d_past_due"":0,""active_debit"":6,""total_cc"":15,""open_cc"":10,""mort"":1}",0
31735,606.51,D,GA,11-Feb-18,11:39:43.3,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":3,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":7,""total_cc"":12,""open_cc"":12,""mort"":1}",0
201,154.73,B,TX,29-Jan-18,16:27:22.1,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":2,""satisfactory"":3,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":0,""total_cc"":6,""open_cc"":3,""mort"":0}",1
197380,314.59,B,MI,09-Mar-18,14:27:22.1,"{""current_delinq"":0,""current_installment"":5,""opened_24m"":14,""satisfactory"":26,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":8,""total_cc"":34,""open_cc"":20,""mort"":3}",0
20126,508.53,D,PA,14-Feb-18,14:09:23.4,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":0,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":7,""open_cc"":5,""mort"":2}",0
89294,261.54,B,MN,27-Mar-18,11:37:22.1,"{""current_delinq"":0,""current_installment"":5,""opened_24m"":6,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":9,""open_cc"":5,""mort"":1}",0
2400,615.87,C,TN,15-Jan-18,14:18:01.9,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":0,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":9,""open_cc"":6,""mort"":0}",0
30214,245.96,A,SC,11-Mar-18,15:49:43.3,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":4,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":11,""open_cc"":7,""mort"":0}",0
21659,877.91,E,NC,13-Mar-18,10:59:43.3,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":9,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":11,""open_cc"":9,""mort"":0}",0
17823,599.53,A,CA,01-Mar-18,16:48:01.9,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":3,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":5,""open_cc"":4,""mort"":0}",1
18792,301.11,A,TN,31-Mar-18,11:17:22.1,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":4,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":12,""open_cc"":4,""mort"":6}",0
2242,645.64,A,CA,11-Mar-18,17:35:55.2,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":3,""satisfactory"":15,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":18,""open_cc"":14,""mort"":2}",0
31546,298.85,B,WA,09-Feb-18,16:12:42.6,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":2,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":10,""open_cc"":7,""mort"":0}",0
247486,1086.31,A,NY,01-Jan-18,16:43:08.5,"{""current_delinq"":0,""current_installment"":9,""opened_24m"":10,""satisfactory"":21,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":21,""open_cc"":12,""mort"":0}",0
12475,307.45,A,CA,01-Mar-18,16:42:42.6,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":8,""satisfactory"":18,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":31,""open_cc"":15,""mort"":2}",0
45847,513.25,C,AR,25-Mar-18,11:16:38.2,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":5,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":5,""total_cc"":9,""open_cc"":7,""mort"":0}",0
63235,293.27,C,TX,03-Jan-18,16:36:38.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":7,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":9,""open_cc"":8,""mort"":2}",0
90551,1370.77,E,MD,18-Apr-18,11:57:22.1,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":5,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":10,""open_cc"":3,""mort"":2}",0
6583,307.45,A,NY,20-Apr-18,16:02:42.6,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":2,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":14,""open_cc"":9,""mort"":0}",0
10437,486.58,C,VA,07-Mar-18,16:57:22.1,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":4,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":12,""open_cc"":5,""mort"":0}",0
58973,424.26,B,MN,05-Jan-18,14:38:01.9,"{""current_delinq"":0,""current_installment"":14,""opened_24m"":3,""satisfactory"":21,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":7,""open_cc"":6,""mort"":1}",0
752,501.09,A,IL,13-Mar-18,11:27:22.1,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":4,""satisfactory"":4,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":0,""total_cc"":6,""open_cc"":4,""mort"":0}",0
45953,113.63,B,TX,11-Feb-18,10:09:23.4,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":5,""satisfactory"":11,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":10,""open_cc"":7,""mort"":0}",0
18424,171.35,D,CO,15-Mar-18,15:20:27.5,"{""current_delinq"":0,""current_installment"":3,""opened_24m"":6,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":12,""open_cc"":9,""mort"":0}",0
87346,210.81,A,OH,19-Feb-18,13:42:42.6,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":7,""satisfactory"":20,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":7,""total_cc"":18,""open_cc"":14,""mort"":5}",0
31527,480.57,B,TN,05-Feb-18,15:57:22.1,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":2,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":9,""open_cc"":5,""mort"":0}",0
9419,111.74,A,CA,08-Feb-18,15:37:22.1,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":5,""satisfactory"":13,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":15,""open_cc"":11,""mort"":0}",0
172621,240.89,A,MT,13-Mar-18,15:08:01.9,"{""current_delinq"":0,""current_installment"":11,""opened_24m"":7,""satisfactory"":20,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":14,""open_cc"":8,""mort"":4}",0
45364,184.35,D,TN,21-Mar-18,16:44:08.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":4,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":4,""open_cc"":4,""mort"":0}",0
45915,53.84,D,MI,20-Apr-18,10:44:08.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":2,""satisfactory"":3,""120d_past_due"":null,""30d_past_due"":0,""active_debit"":1,""total_cc"":2,""open_cc"":2,""mort"":0}",0
26005,344.5,A,FL,21-Mar-18,11:47:22.1,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":4,""satisfactory"":8,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":9,""open_cc"":6,""mort"":2}",0
29739,294.83,C,OH,23-Mar-18,16:32:42.6,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":3,""satisfactory"":7,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":4,""open_cc"":4,""mort"":1}",0
8780,251.34,C,GA,03-Jan-18,15:23:13.3,"{""current_delinq"":0,""current_installment"":6,""opened_24m"":2,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":6,""open_cc"":3,""mort"":0}",0
77792,541.24,A,CO,31-Mar-18,16:16:38.2,"{""current_delinq"":0,""current_installment"":2,""opened_24m"":5,""satisfactory"":10,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":7,""open_cc"":6,""mort"":3}",0
29317,259.72,B,WV,11-Jan-18,16:28:01.9,"{""current_delinq"":0,""current_installment"":0,""opened_24m"":4,""satisfactory"":16,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":6,""total_cc"":29,""open_cc"":15,""mort"":5}",0
17934,375.88,A,CT,11-Jan-18,17:58:01.9,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":11,""satisfactory"":18,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":7,""total_cc"":17,""open_cc"":17,""mort"":0}",0
241595,588.54,B,NJ,08-Feb-18,14:29:43.3,"{""current_delinq"":0,""current_installment"":7,""opened_24m"":8,""satisfactory"":23,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":7,""total_cc"":18,""open_cc"":16,""mort"":0}",0
39528,149.46,D,NJ,10-Apr-18,10:36:38.2,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":12,""satisfactory"":14,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":7,""total_cc"":16,""open_cc"":13,""mort"":0}",0
29877,1204.6,A,GA,21-Jan-18,15:58:01.9,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":1,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":4,""total_cc"":8,""open_cc"":8,""mort"":0}",0
19233,196.18,B,CA,04-Feb-18,14:09:23.4,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":4,""satisfactory"":9,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":3,""total_cc"":11,""open_cc"":7,""mort"":3}",0
113041,335.12,C,AK,10-Feb-18,14:24:08.2,"{""current_delinq"":0,""current_installment"":4,""opened_24m"":3,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":5,""open_cc"":2,""mort"":0}",0
13526,1137.2,D,CA,17-Feb-18,17:55:47.4,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":5,""satisfactory"":5,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":1,""total_cc"":8,""open_cc"":4,""mort"":0}",0
37238,136.87,C,IL,03-Feb-18,15:03:13.3,"{""current_delinq"":0,""current_installment"":1,""opened_24m"":0,""satisfactory"":6,""120d_past_due"":0,""30d_past_due"":0,""active_debit"":2,""total_cc"":7,""open_cc"":4,""mort"":1}",0
