total_credit_utilized,installment,state,non_decimal_feature,sentence_feature,accounts_current_delinq,accounts_current_installment,accounts_opened_24m,accounts_satisfactory,accounts_120d_past_due,accounts_30d_past_due,accounts_active_debit,accounts_total_cc,accounts_open_cc,accounts_mort,grade_C,grade_D,grade_A,grade_B,grade_Missing,grade_F,grade_E,grade_G,issue_date_year,issue_date_month,issue_date_day,application_time_time_seconds,vector_feature_pca_0,vector_feature_pca_1,vector_feature_pca_2,y,split
40610,119,40,0b1001000011,센서 값 정상 범위,0,3,5,7,0.0,0,1,4,3,1,0,0,1,0,0,0,0,0,2018,4,18,59983.3,-4.498758968598822,-3.2366603940732404,-1.8703977909886822,0,full
17500,78,38,0b1001101111,센서 값 정상 범위,0,2,2,3,0.0,0,0,3,1,0,0,0,1,0,0,0,0,0,2018,3,9,51627.5,-0.22909425827894125,1.9614481011367717,4.613627310840465,0,full
24230,400,37,0b110101,정기 점검 완료,0,3,5,12,0.0,0,3,11,9,0,0,1,0,0,0,0,0,0,2018,4,10,60611.2,-0.8190552504975868,3.232774959239765,-5.044604373602226,0,full
48700,382,37,0b100001101,시스템 업데이트 필요,0,1,3,8,0.0,0,3,6,6,1,0,0,0,1,0,0,0,0,2018,2,6,37318.2,3.0565586878623394,2.766943588004529,-2.627709700877526,0,full
53310,381,38,0x383,모터 온도 상승 경고,0,4,5,11,0.0,0,4,15,6,2,0,0,0,1,0,0,0,0,2018,3,5,38983.3,2.1807483071451133,-1.573729836909302,-4.71873606964015,0,full
61480,356,36,0b101001,센서 값 정상 범위,0,1,5,13,0.0,0,6,19,11,5,0,0,1,0,0,0,0,0,2018,1,7,60248.2,5.035984973216901,2.553132621329966,-0.9515791725684304,0,full
57960,162,15,0x283,모터 온도 상승 경고,0,5,7,12,0.0,0,2,12,6,4,0,0,0,1,0,0,0,0,2018,2,22,57848.2,-1.8084883483348222,-1.3522876264312318,-5.58268536955527,0,full
44870,752,37,0b1001110010,정기 점검 완료,0,11,5,16,0.0,0,1,4,4,1,0,0,1,0,0,0,0,0,2018,3,1,63788.5,2.4007949488060687,-3.8683864210802263,2.032002471294537,0,full
117310,670,33,0xed,모터 온도 상승 경고,0,4,3,17,0.0,0,3,18,11,3,1,0,0,0,0,0,0,0,2018,2,5,47562.6,1.9308656781481206,4.394847488014281,4.366556790533399,0,full
29590,327,28,0b1110111110,시스템 업데이트 필요,0,3,4,7,0.0,0,2,9,3,1,0,1,0,0,0,0,0,0,2018,4,10,56842.1,6.773558694256303,2.210485369746915,-2.755084876941635,0,full
29820,205,46,0b1101011100,모터 온도 상승 경고,0,3,2,11,0.0,0,2,14,8,0,1,0,0,0,0,0,0,0,2018,4,6,42248.2,1.12752788137571,1.5146512988024066,-4.048718956598456,0,full
4540,346,26,0b111101010,초기화 작업 진행 중,0,0,6,9,0.0,0,1,8,7,1,1,0,0,0,0,0,0,0,2018,1,29,50842.1,-5.143134013729036,-0.5221761602030046,-4.585537005733045,0,full
35280,747,21,0x3c2,알 수 없는 오류 발생,0,0,7,12,0.0,0,6,13,10,3,0,1,0,0,0,0,0,0,2018,2,19,59198.2,3.1955713921993505,-1.8684016881916543,-4.00185061284461,0,full
59340,187,36,0b10000101,정기 점검 완료,0,4,6,11,0.0,0,2,11,6,2,0,0,1,0,0,0,0,0,2018,1,1,41281.9,-2.2909279238079696,-6.14082239309706,-3.2297657298867266,0,full
2510,136,36,0b111100101,데이터 처리 성공,0,0,5,9,0.0,0,2,29,10,1,0,0,0,1,0,0,0,0,2018,2,3,55642.1,-1.132003501744753,-5.143063067792073,-2.691499413396162,0,full
9410,128,16,0b1110110,사용자 로그인 기록,0,0,6,11,0.0,0,6,14,11,0,0,0,0,1,0,0,0,0,2018,2,2,42027.5,1.7160042234174346,4.858598399477192,-4.194191829669464,0,full
34980,301,37,0x17,모터 온도 상승 경고,0,3,4,7,0.0,0,2,12,4,1,0,0,1,0,0,0,0,0,2018,3,21,54193.3,-2.632830967501908,-3.7689575005391203,0.8741770788359586,0,full
45510,487,42,0x19b,사용자 로그인 기록,0,1,3,5,0.0,0,2,7,3,3,0,0,1,0,0,0,0,0,2018,4,10,40918.2,4.1643099236194026,-1.2710215684947128,-2.8369870880975787,0,full
6600,166,43,0x27f,배터리 잔량 부족,0,0,2,3,0.0,0,3,7,3,0,0,0,0,1,0,0,0,0,2018,2,16,59198.2,-0.3837690098707003,4.2112996905023925,1.884687966350051,0,full
30280,558,11,0b100111100,알 수 없는 오류 발생,0,1,2,12,0.0,0,4,12,9,3,0,0,1,0,0,0,0,0,2018,3,19,42793.3,-0.5939032731425384,0.7804872422439901,3.8502897405003624,0,full
30450,1204,30,0xed,모터 온도 상승 경고,0,2,3,7,0.0,0,0,12,4,4,0,0,1,0,0,0,0,0,2018,3,23,50648.2,2.0568694029864876,2.8721226454899247,-1.5729894953369437,0,full
122740,761,23,0x1e,정기 점검 완료,0,3,5,27,0.0,0,9,33,23,5,0,0,1,0,0,0,0,0,2018,2,8,40598.2,3.3079091104435845,1.6168770432933028,-3.255141114575603,0,full
5150,386,46,0xeb,네트워크 연결 불안정,0,0,1,3,0.0,0,1,3,3,0,0,0,0,1,0,0,0,0,2018,3,17,57162.6,-1.8265747351651815,-0.6494532393486434,3.1679367316065177,0,full
6060,298,27,0x346,배터리 잔량 부족,0,1,2,7,0.0,0,0,6,6,0,0,0,0,0,0,0,1,0,2018,4,14,40318.2,2.480323839746063,-3.988489077133679,-2.8698962162780415,0,full
76100,433,36,0b101101101,네트워크 연결 불안정,0,4,5,10,0.0,0,3,8,6,0,0,0,1,0,0,0,0,0,2018,3,29,37681.9,-0.024049022235172135,2.9309218903522156,1.3570333816697042,0,full
22120,794,36,0x268,센서 값 정상 범위,0,1,5,14,0.0,0,6,20,13,1,0,1,0,0,0,0,0,0,2018,2,18,56427.5,0.6015236145283929,-4.885604374130532,-2.10393407911858,0,full
31130,248,47,0x273,시스템 업데이트 필요,0,1,5,5,0.0,0,3,7,4,2,0,0,0,1,0,0,0,0,2018,4,14,62881.9,2.5977928516420157,1.127504576219855,2.0550107921419576,0,full
46790,153,37,0b110010001,정기 점검 완료,0,1,2,5,0.0,0,3,9,4,0,0,0,0,1,0,0,0,0,2018,2,14,56983.3,1.3181679143136353,-3.0578527403286673,1.2009905626424464,0,full
10870,335,27,0x1e3,알 수 없는 오류 발생,0,0,2,7,0.0,0,1,14,7,0,1,0,0,0,0,0,0,0,2018,4,18,41983.3,6.9246557516008425,-4.375394029998178,0.5434666696277182,0,full
38780,285,36,0x2c9,배터리 잔량 부족,0,9,3,13,0.0,0,4,4,4,0,1,0,0,0,0,0,0,0,2018,1,31,40401.5,2.129624883615561,-4.550691470004455,-0.6313608881760331,0,full
44600,1218,36,0b1100110110,배터리 잔량 부족,0,1,5,6,0.0,0,2,8,5,0,0,0,1,0,0,0,0,0,2018,3,21,41518.2,-1.3153663787459853,-2.553044425880472,2.1734444761531373,0,full
87880,193,10,0b110011010,모터 온도 상승 경고,0,3,6,11,0.0,0,3,12,8,0,0,0,0,1,0,0,0,0,2018,2,13,61393.3,3.3978998029911898,-0.6525029775604532,-2.7128497148357775,0,full
33440,1066,36,0b100100011,사용자 로그인 기록,0,1,5,11,0.0,0,1,17,8,7,0,0,1,0,0,0,0,0,2018,3,17,58042.1,-1.2320581136260125,1.6136562188344898,3.0622654596790424,0,full
15330,456,10,0x286,정기 점검 완료,0,2,3,10,0.0,0,3,19,7,1,0,0,1,0,0,0,0,0,2018,2,18,49918.2,3.425653733756138,-4.476031110023566,-1.985324200239357,0,full
39660,475,11,0b1011010111,배터리 잔량 부족,0,10,9,16,0.0,0,4,8,5,0,1,0,0,0,0,0,0,0,2018,2,10,40783.3,-1.8503305817000593,4.369485806902463,-1.9170075366437977,0,full
2870,107,46,0xf2,센서 값 정상 범위,0,2,1,4,0.0,0,1,4,2,0,0,1,0,0,0,0,0,0,2018,1,9,52042.1,6.222240613287151,1.5403390801626538,-2.876802039037078,0,full
63680,421,31,0b1000101111,모터 온도 상승 경고,0,3,3,10,0.0,0,3,10,5,5,0,0,0,0,0,0,1,0,2018,2,23,55042.1,-1.35794815552202,-0.25332065521319436,-4.464126106074257,0,full
26990,275,37,0b1110110111,시스템 업데이트 필요,0,1,4,12,0.0,0,6,15,10,2,0,0,0,1,0,0,0,0,2018,3,9,50963.4,1.2960349966670828,3.8662260358358465,-0.15584047448124316,0,full
18750,254,49,0b1101100111,센서 값 정상 범위,0,2,7,7,0.0,0,2,5,5,0,0,1,0,0,0,0,0,0,2018,1,31,41152.8,1.1325839713230934,-1.0348788671978486,-2.322096707077683,0,full
52200,524,36,0x4a,모터 온도 상승 경고,0,8,1,11,0.0,0,1,8,3,0,0,0,0,1,0,0,0,0,2018,2,12,60162.6,-2.7300266005007066,-0.4085958353789092,0.5799807094787539,0,full
59790,1172,34,0x82,정기 점검 완료,0,3,3,16,0.0,0,7,21,13,0,1,0,0,0,0,0,0,0,2018,3,13,43081.9,0.987244882159998,-0.6444299604076988,2.106147971078731,0,full
16870,309,38,0b1101110101,사용자 로그인 기록,0,3,4,10,0.0,0,2,15,7,2,0,0,0,1,0,0,0,0,2018,1,25,60188.5,-2.5364603603180456,-1.8228352317428156,0.14059146363898645,0,full
21130,416,46,0b1100001001,배터리 잔량 부족,0,1,6,15,0.0,0,1,30,14,0,1,0,0,0,0,0,0,0,2018,4,18,42611.2,-0.29175509639612685,-2.0028339011479472,0.32960492684367093,0,full
39310,679,24,0x283,초기화 작업 진행 중,0,1,1,7,0.0,0,6,9,6,0,1,0,0,0,0,0,0,0,2018,4,8,60027.5,1.5405296928242027,-1.2904375891069568,-3.3801266603943856,0,full
1550,358,16,0x1e7,네트워크 연결 불안정,0,0,2,2,0.0,0,1,5,2,1,0,1,0,0,0,0,0,0,2018,4,18,50242.1,-0.07264904836495134,0.34095337077913257,3.783765093467589,0,full
54940,135,46,0b1101010000,센서 값 정상 범위,0,3,4,14,0.0,0,5,13,10,2,1,0,0,0,0,0,0,0,2018,3,3,56588.5,2.1859121719765833,2.7213369666951914,-0.4564455538954144,0,full
141640,628,36,0b1000100010,사용자 로그인 기록,0,3,3,6,0.0,0,3,4,3,0,0,1,0,0,0,0,0,0,2018,4,14,57248.2,5.114303130850494,-1.1921870933534962,-2.895365629631292,0,full
23250,274,38,0x19c,분석 보고서 생성됨,0,0,8,16,0.0,0,3,20,15,1,0,0,1,0,0,0,0,0,2018,4,12,60793.3,-1.8440715955298304,-2.63424883552577,3.347645276962834,0,full
16600,372,36,0x2d9,사용자 로그인 기록,0,1,3,7,0.0,0,2,8,6,1,0,0,1,0,0,0,0,0,2018,3,21,57398.2,1.9049194233300426,5.02639222288746,1.4798468368847475,0,full
21070,380,43,0b11011011,분석 보고서 생성됨,0,0,1,13,0.0,0,3,18,13,1,0,0,1,0,0,0,0,0,2018,3,9,48718.2,1.61852519502669,0.5306060015570928,-3.085702683136443,0,full
27340,650,5,0x168,네트워크 연결 불안정,0,0,2,7,0.0,0,3,8,7,0,0,0,0,1,0,0,0,0,2018,3,23,57793.3,1.274523536918129,-3.312190086315981,0.8119847752188738,0,full
88610,911,49,0b1000000100,사용자 로그인 기록,0,1,7,6,0.0,0,2,5,3,0,0,0,0,0,0,0,1,0,2018,4,20,55393.3,0.03557259923978684,-1.947819921679102,1.4857782709068976,0,full
77320,212,22,0b101001011,정기 점검 완료,0,3,5,13,0.0,0,4,15,10,3,0,0,0,1,0,0,0,0,2018,1,17,60188.5,1.316529550311805,-6.48909464421542,2.0777911240360174,0,full
34520,369,46,0b1001100,알 수 없는 오류 발생,0,1,6,14,0.0,0,4,27,12,1,0,0,1,0,0,0,0,0,2018,2,5,61081.9,1.0728558276209608,1.020357089665553,-2.9908879984716457,0,full
27090,490,31,0b110000010,네트워크 연결 불안정,0,2,3,11,0.0,0,5,15,8,1,0,0,0,1,0,0,0,0,2018,1,31,60352.8,0.5028239913598136,1.2243872451336832,-1.5266365743769095,0,full
36590,375,30,0x205,알 수 없는 오류 발생,0,2,4,12,0.0,0,5,17,10,0,0,0,1,0,0,0,0,0,2018,4,14,53242.1,5.454715875026678,1.1474895331021004,-2.7199871242643345,0,full
76030,1144,43,0x94,모터 온도 상승 경고,0,2,6,15,0.0,0,7,16,13,0,0,0,0,1,0,0,0,0,2018,2,19,41518.2,-2.0879302066216785,-3.7279260373360286,2.0064285925057854,0,full
6480,470,31,0b11011,센서 값 정상 범위,0,0,5,8,0.0,0,3,8,8,0,0,1,0,0,0,0,0,0,2018,2,22,62593.3,0.8693011154814316,-4.34889969854711,-2.6005029770742345,0,full
70450,281,3,0x21d,데이터 처리 성공,0,14,3,25,0.0,0,4,14,11,1,1,0,0,0,0,0,0,0,2018,1,1,36118.2,3.661085667803495,0.7665098802166197,-1.3631629417095272,0,full
33260,256,31,0b100100100,사용자 로그인 기록,0,1,5,5,0.0,0,0,3,3,2,0,0,0,1,0,0,0,0,2018,2,4,58227.5,1.8410743912895047,-0.07292677654747859,-3.728811867000502,0,full
43140,953,45,0x269,네트워크 연결 불안정,0,2,3,11,0.0,0,5,14,9,0,0,1,0,0,0,0,0,0,2018,2,23,64681.9,-0.5139528282109351,-3.438700482277944,-0.25116704021859526,0,full
19880,645,34,0b101111000,네트워크 연결 불안정,0,1,7,13,0.0,0,4,14,12,0,0,0,1,0,0,0,0,0,2018,4,10,54352.8,-1.9047261287839354,-1.3217019406895476,-0.22583611220012667,0,full
135940,477,20,0x7a,초기화 작업 진행 중,0,2,6,12,0.0,0,2,12,10,1,0,1,0,0,0,0,0,0,2018,1,13,55227.5,-1.590159450376767,1.1620957246223513,4.247534519267025,0,full
40100,148,36,0xdf,사용자 로그인 기록,0,1,9,8,0.0,0,1,7,7,0,0,0,0,1,0,0,0,0,2018,2,22,37081.9,-1.4068029604081214,-1.2597554036489935,-2.2765830730961527,0,full
57190,648,22,0x1d7,배터리 잔량 부족,0,2,1,7,0.0,0,5,8,5,0,0,1,0,0,0,0,0,0,2018,1,15,55681.9,5.036321285530298,-1.461389325229347,0.01810053888228591,0,full
2840,444,32,0b1100110,네트워크 연결 불안정,0,0,0,1,0.0,0,1,2,1,0,0,0,0,1,0,0,0,0,2018,2,22,55362.6,-1.133946047937572,-1.413109411182508,0.4210934442421461,0,full
17360,130,27,0b101000010,네트워크 연결 불안정,0,1,2,9,0.0,0,3,10,7,4,0,0,0,1,0,0,0,0,2018,1,3,36481.9,-3.251434734166222,3.0190171697544015,4.625692313216741,0,full
5000,508,34,0b111110100,정기 점검 완료,0,0,2,6,0.0,0,3,16,6,0,0,0,0,1,0,0,0,0,2018,3,27,47798.2,4.044822045474509,-2.514397615519224,-0.9712997066184936,0,full
0,508,36,0x1eb,알 수 없는 오류 발생,0,0,2,4,0.0,0,0,11,3,3,0,0,0,1,0,0,0,0,2018,4,8,55783.3,-0.17171944527739091,-1.6829576490340132,-2.349130211953333,0,full
7510,342,36,0b1110000100,배터리 잔량 부족,0,0,4,11,0.0,0,3,23,11,0,1,0,0,0,0,0,0,0,2018,3,25,62648.2,0.8124871438278163,0.3205016414856052,1.6868702350463147,0,full
87460,450,30,0b1010111100,분석 보고서 생성됨,0,3,5,19,0.0,0,3,30,15,3,0,0,0,1,0,0,0,0,2018,1,23,41048.2,0.7757644736356273,4.2202987644147685,3.0347306945250105,0,full
37550,266,26,0x2f1,센서 값 정상 범위,0,2,8,20,0.0,0,5,25,16,4,0,0,0,1,0,0,0,0,2018,1,11,38798.2,2.972374301997177,3.5092417826899096,0.28032701383468606,0,full
1790,100,46,0b1100011011,센서 값 정상 범위,0,0,7,7,0.0,0,5,11,7,0,1,0,0,0,0,0,0,0,2018,2,6,54563.4,2.306326772400279,-1.6501741132346366,3.857821554745077,0,full
90960,456,21,0x3a2,초기화 작업 진행 중,0,15,4,19,0.0,0,2,10,2,2,0,0,1,0,0,0,0,0,2018,2,19,51718.2,3.6708275060171394,0.7755305981244396,-1.5689254722128885,0,full
23750,451,36,0x25e,배터리 잔량 부족,0,1,3,20,0.0,0,5,30,18,5,0,0,1,0,0,0,0,0,2018,3,23,53152.8,-3.979856007267408,-1.6510626293736435,-3.457466148764139,0,full
50350,355,22,0x248,모터 온도 상승 경고,0,3,5,8,0.0,0,2,8,5,1,0,0,0,1,0,0,0,0,2018,2,12,58783.3,1.6568704145319453,-0.10466930471439007,-2.772423517936592,0,full
45800,980,36,0b110011000,모터 온도 상승 경고,0,2,1,10,0.0,0,6,12,8,0,0,0,0,1,0,0,0,0,2018,3,19,41048.2,-3.5316535799762026,1.5516843253131034,-1.0408910799349291,0,full
23660,343,24,0b100110,데이터 처리 성공,0,1,1,9,0.0,0,4,11,8,0,0,0,0,1,0,0,0,0,2018,2,18,55918.2,-1.7810850742266606,-2.2105008860209656,-2.463716299561816,0,full
8530,667,36,0b1010101001,초기화 작업 진행 중,0,0,1,6,0.0,0,2,6,5,1,0,0,0,1,0,0,0,0,2018,4,6,55598.2,-1.73601114924535,3.803308226552587,4.478114763430907,0,full
37540,196,43,0b110010000,분석 보고서 생성됨,0,3,6,11,0.0,0,2,10,8,1,0,0,0,1,0,0,0,0,2018,2,25,36998.2,-2.879021087025132,-2.020953097439839,1.140935878249251,0,full
21250,768,46,0b1100010011,배터리 잔량 부족,0,0,2,9,0.0,0,8,16,9,0,0,0,1,0,0,0,0,0,2018,3,27,47363.4,-0.8514356898186906,1.9598552766441655,-3.091997443093333,0,full
54600,595,28,0b1110110110,분석 보고서 생성됨,0,3,1,9,0.0,0,2,8,5,4,1,0,0,0,0,0,0,0,2018,3,3,62383.3,-1.6185720351963582,1.0162989330106695,-1.8104998568583497,0,full
174360,563,43,0b1011010010,알 수 없는 오류 발생,0,4,7,18,0.0,0,3,23,15,4,1,0,0,0,0,0,0,0,2018,3,17,62001.5,2.386641542726877,3.0598639973839985,0.6919760228468226,0,full
58160,392,28,0x13e,초기화 작업 진행 중,0,8,5,10,0.0,0,0,3,2,0,0,0,0,1,0,0,0,0,2018,1,7,54563.4,0.7287318422383446,-0.032376926995994815,-3.0718017631777172,0,full
16150,256,13,0b1101111111,모터 온도 상승 경고,0,0,0,6,0.0,0,3,11,6,0,1,0,0,0,0,0,0,0,2018,3,11,61227.5,0.6653737382947442,-2.884438823057585,-3.656707451007326,0,full
30170,276,10,0b11110111,정기 점검 완료,0,2,3,13,0.0,0,2,29,11,1,0,0,1,0,0,0,0,0,2018,3,9,42027.5,2.4576298411293056,4.7135632212954635,-0.8829956321142234,0,full
49210,783,34,0x3e3,사용자 로그인 기록,0,1,7,21,0.0,0,6,23,19,1,0,0,1,0,0,0,0,0,2018,2,8,56383.3,-0.8173632408985547,-3.0899982826994856,3.8719398252238983,0,full
23610,941,36,0x1aa,모터 온도 상승 경고,0,0,9,24,0.0,0,7,31,25,1,0,0,0,1,0,0,0,0,2018,3,7,53593.3,-2.1103432904628177,3.456409830238049,1.0024452698990602,0,full
93030,440,14,0b1100001101,분석 보고서 생성됨,0,9,3,20,0.0,0,5,17,11,2,0,0,0,0,0,0,1,0,2018,3,25,38562.6,-5.0860497860975515,3.5694520965558505,-4.315167021161249,0,full
27910,307,43,0xdb,알 수 없는 오류 발생,0,1,0,6,0.0,0,3,6,4,1,0,0,1,0,0,0,0,0,2018,3,21,58448.2,1.577029033649457,3.9383724491395595,-3.9542364768702,0,full
57510,973,46,0x1c8,배터리 잔량 부족,0,2,14,18,0.0,0,6,20,16,1,0,0,0,1,0,0,0,0,2018,4,12,59798.2,-3.7460867399161564,-6.940110851976648,2.39817397773352,0,full
10650,523,36,0x222,사용자 로그인 기록,0,1,3,9,0.0,0,2,13,7,3,0,0,0,1,0,0,0,0,2018,2,9,57442.1,-6.164658736465945,0.6998550134369692,3.3145067455288553,0,full
65050,311,36,0b111010110,사용자 로그인 기록,0,3,10,17,0.0,0,8,18,13,0,0,1,0,0,0,0,0,0,2018,3,17,61081.9,1.400125242117122,1.711714135331964,-2.0814791178216856,0,full
73660,258,43,0x98,네트워크 연결 불안정,0,4,3,22,0.0,0,7,29,17,1,0,0,1,0,0,0,0,0,2018,3,5,51118.2,0.6557956418515083,5.121012896619667,-1.7529469543151643,0,full
22420,279,20,0x4f,시스템 업데이트 필요,0,1,4,4,0.0,0,2,4,3,0,1,0,0,0,0,0,0,0,2018,4,22,37642.1,-0.25829461568822953,3.8513251631694603,3.082240158717897,0,full
56050,386,31,0x2f8,정기 점검 완료,0,1,6,9,0.0,0,3,8,8,0,1,0,0,0,0,0,0,0,2018,3,5,38798.2,-5.79763290203498,-2.0589929062460337,-1.4177623431905788,0,full
57040,588,15,0x1e2,사용자 로그인 기록,0,3,1,12,0.0,0,4,14,7,3,0,0,0,1,0,0,0,0,2018,2,2,52318.2,-0.9581140589947053,2.7068506840127045,-1.9129111236664365,0,full
8220,66,43,0x327,분석 보고서 생성됨,0,1,9,13,0.0,0,7,11,11,0,0,0,0,1,0,0,0,0,2018,2,21,56752.8,-0.7602104220454904,-1.4122763216032865,-2.454926763888319,0,full
96510,702,22,0b1110100011,사용자 로그인 기록,0,3,7,9,0.0,0,2,6,3,2,0,1,0,0,0,0,0,0,2018,4,10,36952.8,2.543552877036891,-0.005359564475543976,5.6667990406828475,0,full
15400,152,22,0x177,초기화 작업 진행 중,0,2,6,12,0.0,0,2,17,9,3,0,0,1,0,0,0,0,0,2018,1,3,41518.2,0.02151454078646653,-2.3069696264584625,-2.4989967689615593,0,full
7270,289,46,0b101010111,센서 값 정상 범위,0,1,2,15,0.0,0,2,21,14,0,0,0,0,1,0,0,0,0,2018,1,5,64642.1,0.7691115739157919,-4.077350526050511,3.7181628636023847,1,full
62910,729,11,0b1001111000,데이터 처리 성공,0,2,5,6,0.0,0,3,3,3,1,0,0,0,0,0,0,1,0,2018,3,5,52681.9,0.8283336763016136,2.9705382227672006,-1.5893498386755471,0,full
184160,1128,37,0b1010100001,네트워크 연결 불안정,0,1,10,26,0.0,0,22,48,24,5,0,0,0,1,0,0,0,0,2018,2,17,58552.8,1.331060461990453,6.029125930084644,-0.8570251871661245,0,full
98030,378,21,0x3b7,시스템 업데이트 필요,0,9,7,23,0.0,0,4,15,13,4,0,0,0,1,0,0,0,0,2018,1,13,59281.9,2.8702367405922953,0.6388397042980616,-0.8840383325082426,0,full
62380,897,40,0x380,데이터 처리 성공,0,4,7,14,0.0,0,7,14,9,1,0,1,0,0,0,0,0,0,2018,4,16,56983.3,2.1946907547929912,-6.137647333070916,-0.9355334674090967,0,full
39450,622,12,0b101111101,모터 온도 상승 경고,0,0,0,6,0.0,0,4,6,6,0,0,1,0,0,0,0,0,0,2018,3,7,56048.2,0.2190496711608696,-5.969093866300931,4.37922983440446,0,full
6930,379,46,0x8c,정기 점검 완료,0,0,2,9,0.0,0,4,17,8,1,0,1,0,0,0,0,0,0,2018,3,9,48481.9,-2.6381668391192576,-0.7419269791510033,-0.8031367652658057,0,full
5840,792,36,0x16,모터 온도 상승 경고,0,0,4,6,0.0,0,4,11,6,0,0,0,0,1,0,0,0,0,2018,3,13,52962.6,2.055053468740982,0.39239449524382675,0.66692557582184,0,full
2860,178,46,0b101110001,사용자 로그인 기록,0,0,3,5,0.0,0,4,6,5,0,0,0,0,1,0,0,0,0,2018,4,4,39347.4,2.004061542883865,-1.2772609116032543,0.6791814265786282,0,full
135960,502,37,0b101110110,사용자 로그인 기록,0,5,10,12,0.0,0,3,21,6,3,1,0,0,0,0,0,0,0,2018,3,5,40962.6,1.0276236147571423,-2.507146095458136,-3.175156222101081,0,full
40450,676,31,0b11101101,사용자 로그인 기록,0,2,4,11,0.0,0,1,10,8,3,1,0,0,0,0,0,0,0,2018,2,25,56242.1,-3.486574539267336,2.220278891233794,4.496638099080001,0,full
14620,339,29,0x1fb,사용자 로그인 기록,0,0,2,5,0.0,0,4,9,5,0,1,0,0,0,0,0,0,0,2018,3,5,54718.2,-2.668056040204375,-1.1824593094589044,-3.917222765287619,0,full
33110,503,36,0b11011,모터 온도 상승 경고,0,2,3,9,0.0,0,3,11,5,3,0,0,0,1,0,0,0,0,2018,2,13,51718.2,-4.571154946259191,1.0273047553927457,0.7618502515594763,0,full
111790,1100,46,0x43,데이터 처리 성공,0,5,2,14,0.0,0,2,12,9,0,0,1,0,0,0,0,0,0,2018,2,16,56198.2,7.1977947970242395,-2.707081791764673,-1.6145089746377064,0,full
46460,784,6,0b1101100,분석 보고서 생성됨,0,1,6,9,0.0,0,4,13,7,5,0,0,0,1,0,0,0,0,2018,2,9,64681.9,-5.331268199809387,3.40501510809968,-0.9535386174476903,0,full
53880,320,27,0x377,네트워크 연결 불안정,0,3,4,6,0.0,0,1,2,2,5,0,0,0,1,0,0,0,0,2018,2,14,64362.6,-0.6070238277781197,-3.998075917555061,-1.3903253353518616,0,full
14000,405,31,0b111011111,시스템 업데이트 필요,0,1,3,10,0.0,0,5,23,9,0,0,1,0,0,0,0,0,0,2018,2,13,36762.6,1.5321276164905964,-5.057190727914952,-4.475540082098243,0,full
5110,124,29,0b1101001010,네트워크 연결 불안정,0,0,1,3,0.0,0,3,4,3,0,0,0,1,0,0,0,0,0,2018,4,6,53593.3,1.0701636966082262,-0.1602576660749193,-3.3013965136210586,0,full
28500,728,44,0b10110010,시스템 업데이트 필요,0,0,6,14,0.0,0,4,20,14,1,0,1,0,0,0,0,0,0,2018,4,16,51481.9,-0.7269517566737642,0.05057256882103278,3.9478296311155114,0,full
36550,721,31,0x8c,배터리 잔량 부족,0,2,1,11,0.0,0,5,9,8,1,1,0,0,0,0,0,0,0,2018,3,11,59518.2,3.960960427221135,4.931347573017637,0.2736212293204563,0,full
28670,241,23,0x2e8,시스템 업데이트 필요,0,1,6,11,0.0,0,7,12,10,0,0,0,0,1,0,0,0,0,2018,3,17,39793.3,-4.650428415044651,0.27588971319020406,2.848955395687322,0,full
120090,607,35,0x2e9,데이터 처리 성공,0,8,6,25,0.0,0,8,24,16,4,0,0,1,0,0,0,0,0,2018,2,25,54398.2,0.306066842117382,0.4622066420569464,-3.9097856883298787,0,full
85560,699,45,0x178,정기 점검 완료,0,3,3,6,0.0,0,3,7,3,0,1,0,0,0,0,0,0,0,2018,3,21,42583.3,1.0919784350845303,-1.0231215503372093,-3.1693484775550314,0,full
24890,389,35,0xe1,네트워크 연결 불안정,0,3,3,5,0.0,0,1,2,2,0,0,1,0,0,0,0,0,0,2018,1,29,38983.3,1.3782263011162241,0.4066231221035981,1.7907677088330933,0,full
101910,555,46,0x2d8,모터 온도 상승 경고,0,0,1,5,0.0,0,1,6,3,2,0,0,0,1,0,0,0,0,2018,2,12,51162.6,0.13570216148925685,7.079928000983757,-0.7343378273038557,0,full
105930,438,37,0x374,정기 점검 완료,0,4,4,13,0.0,0,5,15,8,3,0,0,0,1,0,0,0,0,2018,2,15,60442.1,0.6455730794481669,-2.8354434200861043,3.1485972899089303,0,full
35770,684,7,0x19d,정기 점검 완료,0,3,3,12,0.0,0,5,12,8,1,1,0,0,0,0,0,0,0,2018,1,15,36248.2,1.4544385190067421,3.237964274180711,-3.4493921745408356,0,full
30590,56,15,0b1000110,사용자 로그인 기록,0,1,3,5,0.0,0,2,7,3,1,0,1,0,0,0,0,0,0,2018,2,16,59755.2,4.837843196669946,-5.090290636320351,-4.190536374005085,0,full
11720,342,36,0b101000001,모터 온도 상승 경고,0,1,2,9,0.0,0,2,10,8,2,1,0,0,0,0,0,0,0,2018,2,8,53798.2,-2.898747105637379,-4.517335411533769,-1.3247998359627742,0,full
24960,101,33,0b10111000,네트워크 연결 불안정,0,1,1,3,0.0,0,1,4,2,0,1,0,0,0,0,0,0,0,2018,1,17,58318.2,-0.7546001210834601,1.2983959600157773,-0.6708959645044139,0,full
